URL: /
Timestamp: Tue Apr 18 2023 15:38:33 GMT-0600 (Mountain Daylight Time)

URL: /favicon.ico
Timestamp: Tue Apr 18 2023 15:38:34 GMT-0600 (Mountain Daylight Time)

URL: /
Timestamp: Tue Apr 18 2023 15:38:50 GMT-0600 (Mountain Daylight Time)

URL: /favicon.ico
Timestamp: Tue Apr 18 2023 15:38:50 GMT-0600 (Mountain Daylight Time)

URL: /
Timestamp: Tue Apr 18 2023 15:39:23 GMT-0600 (Mountain Daylight Time)

URL: /favicon.ico
Timestamp: Tue Apr 18 2023 15:39:23 GMT-0600 (Mountain Daylight Time)

URL: /documentation
Timestamp: Tue Apr 18 2023 15:41:24 GMT-0600 (Mountain Daylight Time)

URL: /favicon.ico
Timestamp: Tue Apr 18 2023 15:41:24 GMT-0600 (Mountain Daylight Time)

URL: /index
Timestamp: Tue Apr 18 2023 15:41:37 GMT-0600 (Mountain Daylight Time)

URL: /favicon.ico
::1 - - [02/May/2023:20:50:46 +0000] "GET /movies/directors/kathryn%bigelow HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:20:50:58 +0000] "GET /movies/directors/kathryn%bigelow HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:20:51:06 +0000] "GET /movies/directors/:directorName HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:20:51:42 +0000] "GET /users HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:20:52:15 +0000] "GET /users/:2 HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:20:52:31 +0000] "GET /users/2/the%matrix HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:20:53:13 +0000] "GET /users/Kim HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:20:53:22 +0000] "GET /users/1 HTTP/1.1" 500 29 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:20:54:10 +0000] "POST /users/2/speed HTTP/1.1" 200 38 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:20:57:00 +0000] "POST /users HTTP/1.1" 400 16 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:20:57:43 +0000] "PUT /users/2 HTTP/1.1" 200 43 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:00:04 +0000] "DELETE /users/2/speed HTTP/1.1" 200 42 "-" "PostmanRuntime/7.32.2"
::1 - - [02/May/2023:21:00:51 +0000] "DELETE /1 HTTP/1.1" 404 143 "-" "PostmanRuntime/7.32.2"
